Date,Open,High,Low,btc_price,Adj Close,Volume,day_gap,usdvnd_rate,fx_observed,usdvnd_rate_used,btc_vnd_price,btc_return,btc_usd_return,fx_filled
2023-08-16,29169.07421875,29221.9765625,28701.779296875,28701.779296875,28701.779296875,14949271904.0,1.0,23965.0,True,23965.0,687838140.8496094,-0.9914786479932935,-1.6193584838703763,False
2023-08-17,28699.802734375,28745.947265625,25409.111328125,26664.55078125,26664.55078125,31120851211.0,1.0,23935.0,True,23935.0,638216022.9492188,-7.487672986318417,-7.362412009606191,False
2023-08-18,26636.078125,26808.1953125,25668.921875,26049.556640625,26049.556640625,24026236529.0,1.0,23850.0,True,23850.0,621281925.8789062,-2.689185416393332,-2.3334248653811245,False
2023-08-19,26047.83203125,26249.44921875,25802.408203125,26096.205078125,26096.205078125,10631443812.0,1.0,,False,23850.0,622394491.1132812,0.17891559507894222,0.17891559507894222,True
2023-08-20,26096.861328125,26260.681640625,26004.314453125,26189.583984375,26189.583984375,9036580420.0,1.0,,False,23850.0,624621578.0273438,0.3571869420107809,0.3571869420107809,True
2023-08-21,26188.69140625,26220.201171875,25846.087890625,26124.140625,26124.140625,13371557893.0,1.0,23850.0,True,23850.0,623060753.90625,-0.2501958864606914,-0.2501958864606914,False
2023-08-22,26130.748046875,26135.5078125,25520.728515625,26031.65625,26031.65625,14503820706.0,1.0,23850.0,True,23850.0,620855001.5625,-0.354646951925222,-0.354646951925222,False
2023-08-23,26040.474609375,26786.8984375,25804.998046875,26431.640625,26431.640625,16985265785.0,1.0,23850.0,True,23850.0,630394628.90625,1.5248455549160829,1.5248455549160829,False
2023-08-24,26431.51953125,26554.91015625,25914.92578125,26162.373046875,26162.373046875,12871532023.0,1.0,23900.0,True,23900.0,625280715.8203125,-0.814532415801037,-1.0239565761125091,False
2023-08-25,26163.6796875,26248.103515625,25786.8125,26047.66796875,26047.66796875,12406045118.0,1.0,23900.0,True,23900.0,622539264.453125,-0.43939924369393174,-0.43939924369393174,False
2023-08-26,26047.234375,26107.384765625,25983.87890625,26008.462890625,26008.462890625,6034817316.0,1.0,,False,23900.0,621602263.0859375,-0.15062619864454851,-0.15062619864454851,True
2023-08-27,26008.2421875,26165.373046875,25965.09765625,26089.693359375,26089.693359375,6913768611.0,1.0,,False,23900.0,623543671.2890625,0.3118365040993392,0.3118365040993392,True
2023-08-28,26089.615234375,26198.578125,25880.599609375,26106.150390625,26106.150390625,11002805166.0,1.0,23975.0,True,23975.0,625894955.6152344,0.3763749657157832,0.06305878251208892,False
2023-08-29,26102.486328125,28089.337890625,25912.62890625,27727.392578125,27727.392578125,29368391712.0,1.0,24080.0,True,24080.0,667675613.28125,6.46198922419695,6.024989257085102,False
2023-08-30,27726.083984375,27760.16015625,27069.20703125,27297.265625,27297.265625,16343655235.0,1.0,24180.0,True,24180.0,660047882.8125,-1.149006462529662,-1.5634289371322936,False
2023-08-31,27301.9296875,27456.078125,25752.9296875,25931.47265625,25931.47265625,20181001451.0,1.0,24110.0,True,24110.0,625207805.7421875,-5.422829844315632,-5.132914544958933,False
2023-09-01,25934.021484375,26125.869140625,25362.609375,25800.724609375,25800.724609375,17202862221.0,1.0,24060.0,True,24060.0,620765434.1015625,-0.7130795947220255,-0.5054814300673318,False
2023-09-02,25800.91015625,25970.28515625,25753.09375,25868.798828125,25868.798828125,10100387473.0,1.0,,False,24060.0,622403299.8046875,0.26349868784771646,0.26349868784771646,True
2023-09-03,25869.47265625,26087.1484375,25817.03125,25969.56640625,25969.56640625,8962524523.0,1.0,,False,24060.0,624827767.734375,0.3887765541686761,0.3887765541686761,True
2023-09-04,25968.169921875,26081.525390625,25657.025390625,25812.416015625,25812.416015625,10680635106.0,1.0,24060.0,True,24060.0,621046729.3359375,-0.6069712504034206,-0.6069712504034206,False
2023-09-05,25814.95703125,25858.375,25589.98828125,25779.982421875,25779.982421875,11094740040.0,1.0,24060.0,True,24060.0,620266377.0703125,-0.12573014244295708,-0.12573014244295708,False
2023-09-06,25783.931640625,25953.015625,25404.359375,25753.236328125,25753.236328125,12752705327.0,1.0,24050.0,True,24050.0,619365333.6914062,-0.14537277963559755,-0.1038013801593385,False
2023-09-07,25748.3125,26409.302734375,25608.201171875,26240.1953125,26240.1953125,11088307100.0,1.0,24055.0,True,24055.0,631207898.2421875,1.893998410159738,1.8732105501950571,False
2023-09-08,26245.208984375,26414.005859375,25677.48046875,25905.654296875,25905.654296875,10817356400.0,1.0,24060.0,True,24060.0,623290042.3828125,-1.2623314465392956,-1.2831149860508746,False
2023-09-09,25905.42578125,25921.9765625,25810.494140625,25895.677734375,25895.677734375,5481314132.0,1.0,,False,24060.0,623050006.2890625,-0.03851855630789999,-0.03851855630789999,True
2023-09-10,25895.2109375,25978.130859375,25640.26171875,25832.2265625,25832.2265625,7899553047.0,1.0,,False,24060.0,621523371.09375,-0.24532679048573475,-0.24532679048573475,True
2023-09-11,25831.71484375,25883.947265625,24930.296875,25162.654296875,25162.654296875,14600006467.0,1.0,24055.0,True,24055.0,605287649.1113281,-2.646971646259609,-2.626188106748031,False
2023-09-12,25160.658203125,26451.939453125,25133.078125,25833.34375,25833.34375,18657279324.0,1.0,24075.0,True,24075.0,621937750.78125,2.713621048568969,2.6305127952917498,False
2023-09-13,25837.5546875,26376.11328125,25781.123046875,26228.32421875,26228.32421875,13072077070.0,1.0,24100.0,True,24100.0,632102613.671875,1.6211735771105795,1.5173852958685845,False
2023-09-14,26228.27734375,26774.623046875,26171.451171875,26539.673828125,26539.673828125,13811359124.0,1.0,24080.0,True,24080.0,639075345.78125,1.0970615074982637,1.1800835130971608,False
2023-09-15,26533.818359375,26840.498046875,26240.701171875,26608.693359375,26608.693359375,11479735788.0,1.0,24220.0,True,24220.0,644462553.1640625,0.8394359093645143,0.25972414093191215,False
2023-09-16,26606.19921875,26754.76953125,26473.890625,26568.28125,26568.28125,7402031417.0,1.0,,False,24220.0,643483771.875,-0.15199103541191222,-0.15199103541191222,True
2023-09-17,26567.927734375,26617.998046875,26445.07421875,26534.1875,26534.1875,6774210670.0,1.0,,False,24220.0,642658021.25,-0.12840741866492755,-0.12840741866492755,True
2023-09-18,26532.994140625,27414.734375,26415.515625,26754.28125,26754.28125,15615339655.0,1.0,24250.0,True,24250.0,648791320.3125,0.9498390648297451,0.8260511389751386,False
2023-09-19,26760.8515625,27488.763671875,26681.60546875,27211.1171875,27211.1171875,13807690550.0,1.0,24370.0,True,24370.0,663134925.859375,2.1867352916054954,1.6931102662432373,False
2023-09-20,27210.228515625,27379.505859375,26864.08203125,27132.0078125,27132.0078125,13281116604.0,1.0,24370.0,True,24370.0,661207030.390625,-0.29114788993918345,-0.29114788993918345,False
2023-09-21,27129.83984375,27152.939453125,26389.30078125,26567.6328125,26567.6328125,13371443708.0,1.0,24270.0,True,24270.0,644796448.359375,-2.5132315615302963,-2.1020467716698095,False
2023-09-22,26564.056640625,26726.078125,26495.533203125,26579.568359375,26579.568359375,10578746709.0,1.0,24310.0,True,24310.0,646149306.8164062,0.20959191303775096,0.044915054085552054,False
2023-09-23,26578.556640625,26634.185546875,26520.51953125,26579.390625,26579.390625,7404700301.0,1.0,,False,24310.0,646144986.09375,-0.0006686902016047693,-0.0006686902016047693,True
2023-09-24,26579.373046875,26716.05859375,26221.05078125,26256.826171875,26256.826171875,8192867686.0,1.0,,False,24310.0,638303444.2382812,-1.2210127075315798,-1.2210127075315798,True
2023-09-25,26253.775390625,26421.5078125,26011.46875,26298.48046875,26298.48046875,11997833257.0,1.0,24360.0,True,24360.0,640630984.21875,0.3639815299882077,0.1585160786217759,False
2023-09-26,26294.7578125,26389.884765625,26090.712890625,26217.25,26217.25,9985498161.0,1.0,24380.0,True,24380.0,639176555.0,-0.2272888384095918,-0.30935695955251363,False
2023-09-27,26209.498046875,26817.841796875,26111.46484375,26352.716796875,26352.716796875,11718380997.0,1.0,24380.0,True,24380.0,642479235.5078125,0.5153782852789497,0.5153782852789497,False
2023-09-28,26355.8125,27259.5,26327.322265625,27021.546875,27021.546875,14079002707.0,1.0,24385.0,True,24385.0,658920420.546875,2.526827134384995,2.506320623495958,False
2023-09-29,27024.841796875,27225.9375,26721.763671875,26911.720703125,26911.720703125,10396435377.0,1.0,24385.0,True,24385.0,656242309.3457031,-0.4072674570297436,-0.4072674570297436,False
2023-09-30,26911.689453125,27091.794921875,26888.96875,26967.916015625,26967.916015625,5331172801.0,1.0,,False,24385.0,657612632.0410156,0.2085958120685116,0.2085958120685116,True
2023-10-01,26967.396484375,28047.23828125,26965.09375,27983.75,27983.75,9503917434.0,1.0,,False,24385.0,682383743.75,3.6976120856382697,3.6976120856382697,True
2023-10-02,27976.798828125,28494.458984375,27347.787109375,27530.78515625,27530.78515625,19793041322.0,1.0,24280.0,True,24280.0,668447463.59375,-2.063436875923418,-1.631914578851585,False
2023-10-03,27508.251953125,27667.19140625,27216.001953125,27429.978515625,27429.978515625,11407814187.0,1.0,24340.0,True,24340.0,667645677.0703125,-0.12001956978609238,-0.36683170659445613,False
2023-10-04,27429.07421875,27826.658203125,27248.10546875,27799.39453125,27799.39453125,11143355314.0,1.0,24385.0,True,24385.0,677888235.6445312,1.5224820905117795,1.3377719302482878,False
2023-10-05,27798.646484375,28091.861328125,27375.6015625,27415.912109375,27415.912109375,11877253670.0,1.0,24420.0,True,24420.0,669496573.7109375,-1.2456382735300078,-1.3890662255842758,False
2023-10-06,27412.123046875,28252.537109375,27215.552734375,27946.59765625,27946.59765625,13492391599.0,1.0,24380.0,True,24380.0,681338050.859375,1.7532539158722775,1.9171883788155935,False
2023-10-07,27946.78125,28028.091796875,27870.423828125,27968.83984375,27968.83984375,6553044316.0,1.0,,False,24380.0,681880315.390625,0.07955652201821253,0.07955652201821253,True
2023-10-08,27971.677734375,28102.169921875,27740.662109375,27935.08984375,27935.08984375,7916875290.0,1.0,,False,24380.0,681057490.390625,-0.12074286830624696,-0.12074286830624696,True
2023-10-09,27934.47265625,27989.470703125,27302.5625,27583.677734375,27583.677734375,12007668568.0,1.0,24360.0,True,24360.0,671938389.609375,-1.3480068939355179,-1.2659387727925961,False
2023-10-10,27589.201171875,27715.84765625,27301.654296875,27391.01953125,27391.01953125,9973350678.0,1.0,24370.0,True,24370.0,667519145.9765625,-0.6598581217172926,-0.7009006012591489,False
2023-10-11,27392.076171875,27474.115234375,26561.099609375,26873.3203125,26873.3203125,13648094333.0,1.0,24390.0,True,24390.0,655440282.421875,-1.8260876251557674,-1.9081220842271782,False
2023-10-12,26873.29296875,26921.439453125,26558.3203125,26756.798828125,26756.798828125,9392909295.0,1.0,24440.0,True,24440.0,653936163.359375,-0.2297459571612105,-0.434538164717781,False
2023-10-13,26752.87890625,27092.697265625,26686.322265625,26862.375,26862.375,15165312851.0,1.0,24435.0,True,24435.0,656382133.125,0.3733402201954178,0.39380057832304977,False
2023-10-14,26866.203125,26969.0,26814.5859375,26861.70703125,26861.70703125,5388116782.0,1.0,,False,24435.0,656365811.3085938,-0.0024866641728645304,-0.0024866641728645304,True
